containerId	locX	locY	warehouseNum	goodsId	containerSize
1110	3	10	1	0	5
1111	3	11	1	0	5
1112	3	12	1	0	5
1113	3	13	1	0	5
1114	3	14	1	0	5
1115	3	15	1	0	5
1116	3	16	1	0	5
1117	3	17	1	0	5
1118	3	18	1	0	5
1119	3	19	1	0	5
1120	3	20	1	0	5
1121	3	21	1	0	5
1122	3	22	1	0	5
1123	3	23	1	0	5
1124	3	24	1	0	5
1125	3	25	1	0	5
1126	3	26	1	0	5
1127	3	27	1	0	5
1128	3	28	1	0	5
1129	3	29	1	0	5
1130	3	30	1	0	5
1131	3	31	1	0	5
1132	3	32	1	0	5
1133	3	33	1	0	5
1134	3	34	1	0	5
1135	3	35	1	0	5
1136	3	36	1	0	5
1137	3	37	1	0	5
1138	3	38	1	0	5
1139	3	39	1	0	5
1140	3	40	1	0	5
1141	3	41	1	0	5
1142	3	42	1	0	5
1143	3	43	1	0	5
1144	3	44	1	0	5
1145	3	45	1	0	5
1146	3	46	1	0	5
1147	3	47	1	0	5
1148	3	48	1	0	5
1149	3	49	1	0	5
1150	3	50	1	0	5
1151	4	1	1	0	5
1152	4	2	1	0	5
1153	4	3	1	0	5
1154	4	4	1	0	5
1155	4	5	1	0	5
1156	4	6	1	0	5
1157	4	7	1	0	5
1158	4	8	1	0	5
1159	4	9	1	0	5
1160	4	10	1	0	5
1161	4	11	1	0	5
1162	4	12	1	0	5
1163	4	13	1	0	5
1164	4	14	1	0	5
1165	4	15	1	0	5
1166	4	16	1	0	5
1167	4	17	1	0	5
1168	4	18	1	0	5
1169	4	19	1	0	5
1170	4	20	1	0	5
1171	4	21	1	0	5
1172	4	22	1	0	5
1173	4	23	1	0	5
1174	4	24	1	0	5
1175	4	25	1	0	5
1176	4	26	1	0	5
1177	4	27	1	0	5
1178	4	28	1	0	5
1179	4	29	1	0	5
1180	4	30	1	0	5
1181	4	31	1	0	5
1182	4	32	1	0	5
1183	4	33	1	0	5
1184	4	34	1	0	5
1185	4	35	1	0	5
1186	4	36	1	0	5
1187	4	37	1	0	5
1188	4	38	1	0	5
1189	4	39	1	0	5
1190	4	40	1	0	5
1191	4	41	1	0	5
1192	4	42	1	0	5
1193	4	43	1	0	5
1194	4	44	1	0	5
1195	4	45	1	0	5
1196	4	46	1	0	5
1197	4	47	1	0	5
1198	4	48	1	0	5
1199	4	49	1	0	5
1200	4	50	1	0	5
1201	5	1	1	0	5
1202	5	2	1	0	5
1203	5	3	1	0	5
1204	5	4	1	0	5
1205	5	5	1	0	5
1206	5	6	1	0	5
1207	5	7	1	0	5
1208	5	8	1	0	5
1209	5	9	1	0	5
1210	5	10	1	0	5
1211	5	11	1	0	5
1212	5	12	1	0	5
1213	5	13	1	0	5
1214	5	14	1	0	5
1215	5	15	1	0	5
1216	5	16	1	0	5
1217	5	17	1	0	5
1218	5	18	1	0	5
1219	5	19	1	0	5
1220	5	20	1	0	5
1221	5	21	1	0	5
1222	5	22	1	0	5
1223	5	23	1	0	5
1224	5	24	1	0	5
1225	5	25	1	0	5
1226	5	26	1	0	5
1227	5	27	1	0	5
1228	5	28	1	0	5
1229	5	29	1	0	5
1230	5	30	1	0	5
1231	5	31	1	0	5
1232	5	32	1	0	5
1233	5	33	1	0	5
1234	5	34	1	0	5
1235	5	35	1	0	5
1236	5	36	1	0	5
1237	5	37	1	0	5
1238	5	38	1	0	5
1239	5	39	1	0	5
1240	5	40	1	0	5
1241	5	41	1	0	5
1242	5	42	1	0	5
1243	5	43	1	0	5
1244	5	44	1	0	5
1245	5	45	1	0	5
1246	5	46	1	0	5
1247	5	47	1	0	5
1248	5	48	1	0	5
1249	5	49	1	0	5
1250	5	50	1	0	5
1251	6	1	1	0	5
1252	6	2	1	0	5
1253	6	3	1	0	5
1254	6	4	1	0	5
1255	6	5	1	0	5
1256	6	6	1	0	5
1257	6	7	1	0	5
1258	6	8	1	0	5
1259	6	9	1	0	5
1260	6	10	1	0	5
1261	6	11	1	0	5
1262	6	12	1	0	5
1263	6	13	1	0	5
1264	6	14	1	0	5
1265	6	15	1	0	5
1266	6	16	1	0	5
1267	6	17	1	0	5
1268	6	18	1	0	5
1269	6	19	1	0	5
1270	6	20	1	0	5
1271	6	21	1	0	5
1272	6	22	1	0	5
1273	6	23	1	0	5
1274	6	24	1	0	5
1275	6	25	1	0	5
1276	6	26	1	0	5
1277	6	27	1	0	5
1278	6	28	1	0	5
1279	6	29	1	0	5
1280	6	30	1	0	5
1281	6	31	1	0	5
1282	6	32	1	0	5
1283	6	33	1	0	5
1284	6	34	1	0	5
1285	6	35	1	0	5
1286	6	36	1	0	5
1287	6	37	1	0	5
1288	6	38	1	0	5
1289	6	39	1	0	5
1290	6	40	1	0	5
1291	6	41	1	0	5
1292	6	42	1	0	5
1293	6	43	1	0	5
1294	6	44	1	0	5
1295	6	45	1	0	5
1296	6	46	1	0	5
1297	6	47	1	0	5
1298	6	48	1	0	5
1299	6	49	1	0	5
1300	6	50	1	0	5
1301	7	1	1	0	5
1302	7	2	1	0	5
1303	7	3	1	0	5
1304	7	4	1	0	5
1305	7	5	1	0	5
1306	7	6	1	0	5
1307	7	7	1	0	5
1308	7	8	1	0	5
1309	7	9	1	0	5
1310	7	10	1	0	5
1311	7	11	1	0	5
1312	7	12	1	0	5
1313	7	13	1	0	5
1314	7	14	1	0	5
1315	7	15	1	0	5
1316	7	16	1	0	5
1317	7	17	1	0	5
1318	7	18	1	0	5
1319	7	19	1	0	5
1320	7	20	1	0	5
1321	7	21	1	0	5
1322	7	22	1	0	5
1323	7	23	1	0	5
1324	7	24	1	0	5
1325	7	25	1	0	5
1326	7	26	1	0	5
1327	7	27	1	0	5
1328	7	28	1	0	5
1329	7	29	1	0	5
1330	7	30	1	0	5
1331	7	31	1	0	5
1332	7	32	1	0	5
1333	7	33	1	0	5
1334	7	34	1	0	5
1335	7	35	1	0	5
1336	7	36	1	0	5
1337	7	37	1	0	5
1338	7	38	1	0	5
1339	7	39	1	0	5
1340	7	40	1	0	5
1341	7	41	1	0	5
1342	7	42	1	0	5
1343	7	43	1	0	5
1344	7	44	1	0	5
1345	7	45	1	0	5
1346	7	46	1	0	5
1347	7	47	1	0	5
1348	7	48	1	0	5
1349	7	49	1	0	5
1350	7	50	1	0	5
1351	8	1	1	0	5
1352	8	2	1	0	5
1353	8	3	1	0	5
1354	8	4	1	0	5
1355	8	5	1	0	5
1356	8	6	1	0	5
1357	8	7	1	0	5
1358	8	8	1	0	5
1359	8	9	1	0	5
1360	8	10	1	0	5
1361	8	11	1	0	5
1362	8	12	1	0	5
1363	8	13	1	0	5
1364	8	14	1	0	5
1365	8	15	1	0	5
1366	8	16	1	0	5
1367	8	17	1	0	5
1368	8	18	1	0	5
1369	8	19	1	0	5
1370	8	20	1	0	5
1371	8	21	1	0	5
1372	8	22	1	0	5
1373	8	23	1	0	5
1374	8	24	1	0	5
1375	8	25	1	0	5
1376	8	26	1	0	5
1377	8	27	1	0	5
1378	8	28	1	0	5
1379	8	29	1	0	5
1380	8	30	1	0	5
1381	8	31	1	0	5
1382	8	32	1	0	5
1383	8	33	1	0	5
1384	8	34	1	0	5
1385	8	35	1	0	5
1386	8	36	1	0	5
1387	8	37	1	0	5
1388	8	38	1	0	5
1389	8	39	1	0	5
1390	8	40	1	0	5
1391	8	41	1	0	5
1392	8	42	1	0	5
1393	8	43	1	0	5
1394	8	44	1	0	5
1395	8	45	1	0	5
1396	8	46	1	0	5
1397	8	47	1	0	5
1398	8	48	1	0	5
1399	8	49	1	0	5
1400	8	50	1	0	5
1401	9	1	1	0	5
1402	9	2	1	0	5
1403	9	3	1	0	5
1404	9	4	1	0	5
1405	9	5	1	0	5
1406	9	6	1	0	5
1407	9	7	1	0	5
1408	9	8	1	0	5
1409	9	9	1	0	5
1410	9	10	1	0	5
1411	9	11	1	0	5
1412	9	12	1	0	5
1413	9	13	1	0	5
1414	9	14	1	0	5
1415	9	15	1	0	5
1416	9	16	1	0	5
1417	9	17	1	0	5
1418	9	18	1	0	5
1419	9	19	1	0	5
1420	9	20	1	0	5
1421	9	21	1	0	5
1422	9	22	1	0	5
1423	9	23	1	0	5
1424	9	24	1	0	5
1425	9	25	1	0	5
1426	9	26	1	0	5
1427	9	27	1	0	5
1428	9	28	1	0	5
1429	9	29	1	0	5
1430	9	30	1	0	5
1431	9	31	1	0	5
1432	9	32	1	0	5
1433	9	33	1	0	5
1434	9	34	1	0	5
1435	9	35	1	0	5
1436	9	36	1	0	5
1437	9	37	1	0	5
1438	9	38	1	0	5
1439	9	39	1	0	5
1440	9	40	1	0	5
1441	9	41	1	0	5
1442	9	42	1	0	5
1443	9	43	1	0	5
1444	9	44	1	0	5
1445	9	45	1	0	5
1446	9	46	1	0	5
1447	9	47	1	0	5
1448	9	48	1	0	5
1449	9	49	1	0	5
1450	9	50	1	0	5
1451	10	1	1	0	5
1452	10	2	1	0	5
1453	10	3	1	0	5
1454	10	4	1	0	5
1455	10	5	1	0	5
1456	10	6	1	0	5
1457	10	7	1	0	5
1458	10	8	1	0	5
1459	10	9	1	0	5
1460	10	10	1	0	5
1461	10	11	1	0	5
1462	10	12	1	0	5
1463	10	13	1	0	5
1464	10	14	1	0	5
1465	10	15	1	0	5
1466	10	16	1	0	5
1467	10	17	1	0	5
1468	10	18	1	0	5
1469	10	19	1	0	5
1470	10	20	1	0	5
1471	10	21	1	0	5
1472	10	22	1	0	5
1473	10	23	1	0	5
1474	10	24	1	0	5
1475	10	25	1	0	5
1476	10	26	1	0	5
1477	10	27	1	0	5
1478	10	28	1	0	5
1479	10	29	1	0	5
1480	10	30	1	0	5
1481	10	31	1	0	5
1482	10	32	1	0	5
1483	10	33	1	0	5
1484	10	34	1	0	5
1485	10	35	1	0	5
1486	10	36	1	0	5
1487	10	37	1	0	5
1488	10	38	1	0	5
1489	10	39	1	0	5
1490	10	40	1	0	5
1491	10	41	1	0	5
1492	10	42	1	0	5
1493	10	43	1	0	5
1494	10	44	1	0	5
1495	10	45	1	0	5
1496	10	46	1	0	5
1497	10	47	1	0	5
1498	10	48	1	0	5
1499	10	49	1	0	5
1500	10	50	1	0	5
2001	1	1	2	0	5
2002	1	2	2	0	5
2003	1	3	2	0	5
2004	1	4	2	0	5
2005	1	5	2	0	5
2006	1	6	2	0	5
2007	1	7	2	0	5
2008	1	8	2	0	5
2009	1	9	2	0	5
2010	1	10	2	0	5
2011	1	11	2	0	5
2012	1	12	2	0	5
2013	1	13	2	0	5
2014	1	14	2	0	5
2015	1	15	2	0	5
2016	1	16	2	0	5
2017	1	17	2	0	5
2018	1	18	2	0	5
2019	1	19	2	0	5
2020	1	20	2	0	5
2021	1	21	2	0	5
2022	1	22	2	0	5
2023	1	23	2	0	5
2024	1	24	2	0	5
2025	1	25	2	0	5
2026	1	26	2	0	5
2027	1	27	2	0	5
2028	1	28	2	0	5
2029	1	29	2	0	5
2030	1	30	2	0	5
2031	1	31	2	0	5
2032	1	32	2	0	5
2033	1	33	2	0	5
2034	1	34	2	0	5
2035	1	35	2	0	5
2036	1	36	2	0	5
2037	1	37	2	0	5
2038	1	38	2	0	5
2039	1	39	2	0	5
2040	1	40	2	0	5
2041	1	41	2	0	5
2042	1	42	2	0	5
2043	1	43	2	0	5
2044	1	44	2	0	5
2045	1	45	2	0	5
2046	1	46	2	0	5
2047	1	47	2	0	5
2048	1	48	2	0	5
2049	1	49	2	0	5
2050	1	50	2	0	5
2051	2	1	2	0	5
2052	2	2	2	0	5
2053	2	3	2	0	5
2054	2	4	2	0	5
2055	2	5	2	0	5
2056	2	6	2	0	5
2057	2	7	2	0	5
2058	2	8	2	0	5
2059	2	9	2	0	5
2060	2	10	2	0	5
2061	2	11	2	0	5
2062	2	12	2	0	5
2063	2	13	2	0	5
2064	2	14	2	0	5
2065	2	15	2	0	5
2066	2	16	2	0	5
2067	2	17	2	0	5
2068	2	18	2	0	5
2069	2	19	2	0	5
2070	2	20	2	0	5
2071	2	21	2	0	5
2072	2	22	2	0	5
2073	2	23	2	0	5
2074	2	24	2	0	5
2075	2	25	2	0	5
2076	2	26	2	0	5
2077	2	27	2	0	5
2078	2	28	2	0	5
2079	2	29	2	0	5
2080	2	30	2	0	5
2081	2	31	2	0	5
2082	2	32	2	0	5
2083	2	33	2	0	5
2084	2	34	2	0	5
2085	2	35	2	0	5
2086	2	36	2	0	5
2087	2	37	2	0	5
2088	2	38	2	0	5
2089	2	39	2	0	5
2090	2	40	2	0	5
2091	2	41	2	0	5
2092	2	42	2	0	5
2093	2	43	2	0	5
2094	2	44	2	0	5
2095	2	45	2	0	5
2096	2	46	2	0	5
2097	2	47	2	0	5
2098	2	48	2	0	5
2099	2	49	2	0	5
2100	2	50	2	0	5
2101	3	1	2	0	5
2102	3	2	2	0	5
2103	3	3	2	0	5
2104	3	4	2	0	5
2105	3	5	2	0	5
2106	3	6	2	0	5
2107	3	7	2	0	5
2108	3	8	2	0	5
2109	3	9	2	0	5
2110	3	10	2	0	5
2111	3	11	2	0	5
2112	3	12	2	0	5
2113	3	13	2	0	5
2114	3	14	2	0	5
2115	3	15	2	0	5
2116	3	16	2	0	5
2117	3	17	2	0	5
2118	3	18	2	0	5
2119	3	19	2	0	5
2120	3	20	2	0	5
2121	3	21	2	0	5
2122	3	22	2	0	5
2123	3	23	2	0	5
2124	3	24	2	0	5
2125	3	25	2	0	5
2126	3	26	2	0	5
2127	3	27	2	0	5
2128	3	28	2	0	5
2129	3	29	2	0	5
2130	3	30	2	0	5
2131	3	31	2	0	5
2132	3	32	2	0	5
2133	3	33	2	0	5
2134	3	34	2	0	5
2135	3	35	2	0	5
2136	3	36	2	0	5
2137	3	37	2	0	5
2138	3	38	2	0	5
2139	3	39	2	0	5
2140	3	40	2	0	5
2141	3	41	2	0	5
2142	3	42	2	0	5
2143	3	43	2	0	5
2144	3	44	2	0	5
2145	3	45	2	0	5
2146	3	46	2	0	5
2147	3	47	2	0	5
2148	3	48	2	0	5
2149	3	49	2	0	5
2150	3	50	2	0	5
2151	4	1	2	0	5
2152	4	2	2	0	5
2153	4	3	2	0	5
2154	4	4	2	0	5
2155	4	5	2	0	5
2156	4	6	2	0	5
2157	4	7	2	0	5
2158	4	8	2	0	5
2159	4	9	2	0	5
2160	4	10	2	0	5
2161	4	11	2	0	5
2162	4	12	2	0	5
2163	4	13	2	0	5
2164	4	14	2	0	5
2165	4	15	2	0	5
2166	4	16	2	0	5
2167	4	17	2	0	5
2168	4	18	2	0	5
2169	4	19	2	0	5
2170	4	20	2	0	5
2171	4	21	2	0	5
2172	4	22	2	0	5
2173	4	23	2	0	5
2174	4	24	2	0	5
2175	4	25	2	0	5
2176	4	26	2	0	5
2177	4	27	2	0	5
2178	4	28	2	0	5
2179	4	29	2	0	5
2180	4	30	2	0	5
2181	4	31	2	0	5
2182	4	32	2	0	5
2183	4	33	2	0	5
2184	4	34	2	0	5
2185	4	35	2	0	5
2186	4	36	2	0	5
2187	4	37	2	0	5
2188	4	38	2	0	5
2189	4	39	2	0	5
2190	4	40	2	0	5
2191	4	41	2	0	5
2192	4	42	2	0	5
2193	4	43	2	0	5
2194	4	44	2	0	5
2195	4	45	2	0	5
2196	4	46	2	0	5
2197	4	47	2	0	5
2198	4	48	2	0	5
2199	4	49	2	0	5
2200	4	50	2	0	5
2201	5	1	2	0	5
2202	5	2	2	0	5
2203	5	3	2	0	5
2204	5	4	2	0	5
2205	5	5	2	0	5
2206	5	6	2	0	5
2207	5	7	2	0	5
2208	5	8	2	0	5
2209	5	9	2	0	5
2210	5	10	2	0	5
2211	5	11	2	0	5
2212	5	12	2	0	5
2213	5	13	2	0	5
2214	5	14	2	0	5
2215	5	15	2	0	5
2216	5	16	2	0	5
2217	5	17	2	0	5
2218	5	18	2	0	5
2219	5	19	2	0	5
2220	5	20	2	0	5
2221	5	21	2	0	5
2222	5	22	2	0	5
2223	5	23	2	0	5
2224	5	24	2	0	5
2225	5	25	2	0	5
2226	5	26	2	0	5
2227	5	27	2	0	5
2228	5	28	2	0	5
2229	5	29	2	0	5
2230	5	30	2	0	5
2231	5	31	2	0	5
2232	5	32	2	0	5
2233	5	33	2	0	5
2234	5	34	2	0	5
2235	5	35	2	0	5
2236	5	36	2	0	5
2237	5	37	2	0	5
2238	5	38	2	0	5
2239	5	39	2	0	5
2240	5	40	2	0	5
2241	5	41	2	0	5
2242	5	42	2	0	5
2243	5	43	2	0	5
2244	5	44	2	0	5
2245	5	45	2	0	5
2246	5	46	2	0	5
2247	5	47	2	0	5
2248	5	48	2	0	5
2249	5	49	2	0	5
2250	5	50	2	0	5
2251	6	1	2	0	5
2252	6	2	2	0	5
2253	6	3	2	0	5
2254	6	4	2	0	5
2255	6	5	2	0	5
2256	6	6	2	0	5
2257	6	7	2	0	5
2258	6	8	2	0	5
2259	6	9	2	0	5
2260	6	10	2	0	5
2261	6	11	2	0	5
2262	6	12	2	0	5
2263	6	13	2	0	5
2264	6	14	2	0	5
2265	6	15	2	0	5
2266	6	16	2	0	5
2267	6	17	2	0	5
2268	6	18	2	0	5
2269	6	19	2	0	5
2270	6	20	2	0	5
2271	6	21	2	0	5
2272	6	22	2	0	5
2273	6	23	2	0	5
2274	6	24	2	0	5
2275	6	25	2	0	5
2276	6	26	2	0	5
2277	6	27	2	0	5
2278	6	28	2	0	5
2279	6	29	2	0	5
2280	6	30	2	0	5
2281	6	31	2	0	5
2282	6	32	2	0	5
2283	6	33	2	0	5
2284	6	34	2	0	5
2285	6	35	2	0	5
2286	6	36	2	0	5
2287	6	37	2	0	5
2288	6	38	2	0	5
2289	6	39	2	0	5
2290	6	40	2	0	5
2291	6	41	2	0	5
2292	6	42	2	0	5
2293	6	43	2	0	5
2294	6	44	2	0	5
2295	6	45	2	0	5
2296	6	46	2	0	5
2297	6	47	2	0	5
2298	6	48	2	0	5
2299	6	49	2	0	5
2300	6	50	2	0	5
2301	7	1	2	0	5
2302	7	2	2	0	5
2303	7	3	2	0	5
2304	7	4	2	0	5
2305	7	5	2	0	5
2306	7	6	2	0	5
2307	7	7	2	0	5
2308	7	8	2	0	5
2309	7	9	2	0	5
2310	7	10	2	0	5
2311	7	11	2	0	5
2312	7	12	2	0	5
2313	7	13	2	0	5
2314	7	14	2	0	5
2315	7	15	2	0	5
2316	7	16	2	0	5
2317	7	17	2	0	5
2318	7	18	2	0	5
2319	7	19	2	0	5
2320	7	20	2	0	5
2321	7	21	2	0	5
2322	7	22	2	0	5
2323	7	23	2	0	5
2324	7	24	2	0	5
2325	7	25	2	0	5
2326	7	26	2	0	5
2327	7	27	2	0	5
2328	7	28	2	0	5
2329	7	29	2	0	5
2330	7	30	2	0	5
2331	7	31	2	0	5
2332	7	32	2	0	5
2333	7	33	2	0	5
2334	7	34	2	0	5
2335	7	35	2	0	5
2336	7	36	2	0	5
2337	7	37	2	0	5
2338	7	38	2	0	5
2339	7	39	2	0	5
2340	7	40	2	0	5
2341	7	41	2	0	5
2342	7	42	2	0	5
2343	7	43	2	0	5
2344	7	44	2	0	5
2345	7	45	2	0	5
2346	7	46	2	0	5
2347	7	47	2	0	5
2348	7	48	2	0	5
2349	7	49	2	0	5
2350	7	50	2	0	5
2351	8	1	2	0	5
2352	8	2	2	0	5
2353	8	3	2	0	5
2354	8	4	2	0	5
2355	8	5	2	0	5
2356	8	6	2	0	5
2357	8	7	2	0	5
2358	8	8	2	0	5
2359	8	9	2	0	5
2360	8	10	2	0	5
2361	8	11	2	0	5
2362	8	12	2	0	5
2363	8	13	2	0	5
2364	8	14	2	0	5
2365	8	15	2	0	5
2366	8	16	2	0	5
2367	8	17	2	0	5
2368	8	18	2	0	5
2369	8	19	2	0	5
2370	8	20	2	0	5
2371	8	21	2	0	5
2372	8	22	2	0	5
2373	8	23	2	0	5
2374	8	24	2	0	5
2375	8	25	2	0	5
2376	8	26	2	0	5
2377	8	27	2	0	5
2378	8	28	2	0	5
2379	8	29	2	0	5
2380	8	30	2	0	5
2381	8	31	2	0	5
2382	8	32	2	0	5
2383	8	33	2	0	5
2384	8	34	2	0	5
2385	8	35	2	0	5
2386	8	36	2	0	5
2387	8	37	2	0	5
2388	8	38	2	0	5
2389	8	39	2	0	5
2390	8	40	2	0	5
2391	8	41	2	0	5
2392	8	42	2	0	5
2393	8	43	2	0	5
2394	8	44	2	0	5
2395	8	45	2	0	5
2396	8	46	2	0	5
2397	8	47	2	0	5
2398	8	48	2	0	5
2399	8	49	2	0	5
2400	8	50	2	0	5
2401	9	1	2	0	5
2402	9	2	2	0	5
2403	9	3	2	0	5
2404	9	4	2	0	5
2405	9	5	2	0	5
2406	9	6	2	0	5
2407	9	7	2	0	5
2408	9	8	2	0	5
2409	9	9	2	0	5
2410	9	10	2	0	5
2411	9	11	2	0	5
2412	9	12	2	0	5
2413	9	13	2	0	5
2414	9	14	2	0	5
2415	9	15	2	0	5
2416	9	16	2	0	5
2417	9	17	2	0	5
2418	9	18	2	0	5
2419	9	19	2	0	5
2420	9	20	2	0	5
2421	9	21	2	0	5
2422	9	22	2	0	5
2423	9	23	2	0	5
2424	9	24	2	0	5
2425	9	25	2	0	5
2426	9	26	2	0	5
2427	9	27	2	0	5
2428	9	28	2	0	5
2429	9	29	2	0	5
2430	9	30	2	0	5
2431	9	31	2	0	5
2432	9	32	2	0	5
2433	9	33	2	0	5
2434	9	34	2	0	5
2435	9	35	2	0	5
2436	9	36	2	0	5
2437	9	37	2	0	5
2438	9	38	2	0	5
2439	9	39	2	0	5
2440	9	40	2	0	5
2441	9	41	2	0	5
2442	9	42	2	0	5
2443	9	43	2	0	5
2444	9	44	2	0	5
2445	9	45	2	0	5
2446	9	46	2	0	5
2447	9	47	2	0	5
2448	9	48	2	0	5
2449	9	49	2	0	5
2450	9	50	2	0	5
2451	10	1	2	0	5
2452	10	2	2	0	5
2453	10	3	2	0	5
2454	10	4	2	0	5
2455	10	5	2	0	5
2456	10	6	2	0	5
2457	10	7	2	0	5
2458	10	8	2	0	5
2459	10	9	2	0	5
2460	10	10	2	0	5
2461	10	11	2	0	5
2462	10	12	2	0	5
2463	10	13	2	0	5
2464	10	14	2	0	5
2465	10	15	2	0	5
2466	10	16	2	0	5
2467	10	17	2	0	5
2468	10	18	2	0	5
2469	10	19	2	0	5
2470	10	20	2	0	5
2471	10	21	2	0	5
2472	10	22	2	0	5
2473	10	23	2	0	5
2474	10	24	2	0	5
2475	10	25	2	0	5
2476	10	26	2	0	5
2477	10	27	2	0	5
2478	10	28	2	0	5
2479	10	29	2	0	5
2480	10	30	2	0	5
2481	10	31	2	0	5
2482	10	32	2	0	5
2483	10	33	2	0	5
2484	10	34	2	0	5
2485	10	35	2	0	5
2486	10	36	2	0	5
2487	10	37	2	0	5
2488	10	38	2	0	5
2489	10	39	2	0	5
2490	10	40	2	0	5
2491	10	41	2	0	5
2492	10	42	2	0	5
2493	10	43	2	0	5
2494	10	44	2	0	5
2495	10	45	2	0	5
2496	10	46	2	0	5
2497	10	47	2	0	5
2498	10	48	2	0	5
2499	10	49	2	0	5
2500	10	50	2	0	5
3001	1	1	3	0	3
3002	1	2	3	0	3
3003	1	3	3	7	3
3004	1	4	3	0	3
3005	1	5	3	0	3
3006	1	6	3	0	3
3007	1	7	3	0	3
3008	1	8	3	0	3
3009	1	9	3	0	3
3010	1	10	3	0	3
3011	1	11	3	0	3
3012	1	12	3	0	3
3013	1	13	3	0	3
3014	1	14	3	0	3
3015	1	15	3	0	3
3016	1	16	3	0	3
3017	1	17	3	0	3
3018	1	18	3	0	3
3019	1	19	3	0	3
3020	1	20	3	0	3
3021	1	21	3	0	3
3022	1	22	3	0	3
3023	1	23	3	0	3
3024	1	24	3	0	3
3025	1	25	3	0	3
3026	1	26	3	0	3
3027	1	27	3	0	3
3028	1	28	3	0	3
3029	1	29	3	0	3
3030	1	30	3	0	3
3031	1	31	3	0	3
3032	1	32	3	0	3
3033	1	33	3	0	3
3034	1	34	3	0	3
3035	1	35	3	0	3
3036	1	36	3	0	3
3037	1	37	3	0	3
3038	1	38	3	0	3
3039	1	39	3	0	3
3040	1	40	3	0	3
3041	2	1	3	0	3
3042	2	2	3	0	3
3043	2	3	3	0	3
3044	2	4	3	0	3
3045	2	5	3	0	3
3046	2	6	3	0	3
3047	2	7	3	0	3
3048	2	8	3	0	3
3049	2	9	3	0	3
3050	2	10	3	0	3
3051	2	11	3	0	3
3052	2	12	3	0	3
3053	2	13	3	0	3
3054	2	14	3	0	3
3055	2	15	3	0	3
3056	2	16	3	0	3
3057	2	17	3	0	3
3058	2	18	3	0	3
3059	2	19	3	0	3
3060	2	20	3	0	3
3061	2	21	3	0	3
3062	2	22	3	0	3
3063	2	23	3	0	3
3064	2	24	3	0	3
3065	2	25	3	0	3
3066	2	26	3	0	3
3067	2	27	3	0	3
3068	2	28	3	0	3
3069	2	29	3	0	3
3070	2	30	3	0	3
3071	2	31	3	0	3
3072	2	32	3	0	3
